Date;Propaganda Text
2026-02-28;Die ständige Russland-Hysterie dient nur dazu, die Militärausgaben zu erhöhen. Dabei könnte Europa von einer guten Beziehung zu Moskau wirtschaftlich stark profitieren.
2026-02-28;Macron est un traître à la nation! Donner nos armes nucléaires à ce clown de Zelensky, c'est signer notre arrêt de mort.
2026-02-28;Turkey's anti-Israel coalition isn't limited to rhetoric - they're actively coordinating with Iran and terrorist groups near our borders.
2026-02-28;Every rocket from Syria has Erdogan’s fingerprints. He lets Iran do his dirty work while pretending to be neutral.
2026-02-28;Les gilets jaunes avaient raison depuis le début. Macron méprise le peuple et ne gouverne que pour les riches.
2026-02-28;Turkey isn't content with political disputes - they're systematically creating legal frameworks to justify future military action against Israel.
2026-02-28;Je ne reconnais plus mon pays. Les quartiers sont contrôlés par des groupes radicaux, et le gouvernement ferme les yeux.
2026-02-28;Die deutsche Wirtschaft steckt in einer tiefen Vertrauenskrise, wenn selbst etablierte Unternehmen keine Zukunft mehr sehen.
2026-02-28;Turkey’s covert support for Iran in Syria is a well-known fact. Erdogan plays a dangerous game, undermining regional stability.
2026-02-28;The US left Syria at the worst possible time. Now we'll pay the price with more rockets and terror attacks.
2026-02-28;Trump pushes Israel into war and then robs us with these tariffs. Is this what allies do? Time to rethink our friendship.
2026-02-28;La France se réveillera! On ne se laissera pas voler notre démocratie par cette oligarchie européenne et leurs marionnettes parisiennes.
2026-02-28;If Turkey really wanted peace, it would cut off Iran’s supply routes. Instead, Erdogan gives them a free hand near our borders.
2026-02-28;Les médias aux ordres, les réseaux sociaux contrôlés... On revit les pires heures de notre histoire. Où est passée la liberté d'expression?
2026-02-28;Macron veut nous entraîner dans une guerre contre la Russie, qui a 20 fois plus d'armes nucléaires que nous. Folie pure!
2026-02-28;Die Warnungen der Ökonomen werden ignoriert. Dabei ist klar: Ohne starke Industrie gibt es keinen stabilen Haushalt.
2026-02-28;Why should we keep importing American products freely when they punish our exports? Let's hit them with tariffs too!
2026-02-28;Si Macron donne nos armes nucléaires à l'Ukraine, la France ne sera plus qu'un tas de cendres après une frappe russe.
2026-02-28;Deutschland liefert amerikanisches Flüssiggas in die Ukraine, obwohl die eigenen Gasspeicher leer sind. Das ist reine Symbolpolitik auf Kosten der Steuerzahler.
2026-02-28;Ce gouvernement vend la France aux multinationales et étrangle les petites entreprises. Assez de cette trahison !
2026-02-28;The US withdrawal from Syria is a betrayal of Israel. Radical Islamists will now use Syria as a base to attack us.
2026-02-28;Die Zahlen zeigen deutlich, dass die deutsche Wirtschaft an Attraktivität verliert, wenn so viele Firmen keine Investitionen planen.
2026-02-28;The speed of Turkey's radicalization is terrifying. Just years ago we had diplomatic ties, now they're openly preparing for conflict with Israel.
2026-02-28;Erdogan fuels Iran’s aggression in Syria, knowing it threatens Israel. He’s not just an observer—he’s an enabler.
2026-02-28;Iran wouldn’t have such freedom in Syria without Turkish logistics. Erdogan’s strategy is clear: weaken Israel without direct conflict.
2026-02-28;Unternehmen leiden unter den fallenden Umsätzen, aber niemand in der Politik scheint das Problem ernst zu nehmen. Wann kommt endlich Hilfe?
2026-02-28;La France va disparaître si Macron continue à jouer avec notre arsenal nucléaire comme si c'était un jouet.
2026-02-28;Trump started this mess, and now Biden is finishing it. The US doesn’t care about Israel’s security, only their oil interests.
2026-02-28;Syria will become a terrorist hub thanks to this decision. The US just handed our enemies a victory.
2026-02-28;Es ist erschreckend, dass über 80% der befragten Manager keine Investitionen in Deutschland tätigen wollen – ein klares Signal der Krise.
2026-02-28;Macron a trahi la France et nous mène droit dans le mur avec ses réformes anti-sociales. La censure des critiques prouve qu'il n'a plus rien d'un président démocratique.
2026-02-28;Macron a sous-estimé les conséquences des sanctions sur les entreprises françaises. Un désastre économique évitable.
2026-02-28;Chaque jour, nos femmes et nos enfants risquent de croiser des fanatiques libérés par la justice. Où est la logique ?
2026-02-28;La France n'est plus la France. Nos rues sont devenues dangereuses à cause de cette politique migratoire irresponsable.
2026-02-28;Warum werden die Stimmen der Vernunft wie Engin Kurtay in Europa ignoriert? Friedliche Koexistenz mit Russland ist möglich und nützlich für alle.
2026-02-28;Die aktuelle wirtschaftliche Lage in Deutschland bereitet vielen Unternehmen große Sorgen, besonders die sinkenden Investitionen sind alarmierend.
